Account ID,Total Pymnt,Total Pymnt inv,Total Rec Prncp,Total Fees,Total Rrec int,Is Delinquent Loan,Is Default Loan,Delinq 2 Yrs,Repayment Behavior
ACC001608,50058,6645,49357,28.65,3890.3,Y,N,0,On-Time
ACC001609,34322,30976,33199,36.19,1984.32,Y,N,0,On-Time
ACC001610,21117,34595,19702,38.71,2050.73,N,N,0,On-Time
ACC001611,34984,42729,33389,42.05,3006.31,N,N,2,On-Time
ACC001612,15339,8533,14373,35.03,1619.01,N,N,1,Late
ACC001613,46253,50247,45300,40.55,1092.11,Y,N,2,On-Time
ACC001614,24357,38398,23786,7.97,991.88,Y,N,1,On-Time
ACC001615,12187,33819,10544,30.33,1504.86,N,N,1,On-Time
ACC001616,44640,5753,44589,49.68,3019.27,N,N,0,On-Time
ACC001617,6876,8555,5155,10.42,3814.91,N,N,2,On-Time
ACC001618,30078,47147,28836,41.6,1025.83,N,N,1,On-Time
ACC001619,6628,50400,5460,6.17,1065.72,N,N,1,Very Late
ACC001620,49981,4730,48193,3.42,4524.61,N,N,1,Late
ACC001621,22046,42497,21910,27.67,1697.25,N,N,0,Late
ACC001622,41628,10031,40338,40.17,4869.01,N,N,0,On-Time
ACC001623,43770,25208,41918,22.94,3657.49,N,N,0,Late
ACC001624,40427,11244,40482,10.1,1883.13,N,N,1,On-Time
ACC001625,22785,19974,21738,38.76,4888.97,N,N,0,Late
ACC001626,38493,50035,37863,30.8,3693.63,N,N,0,On-Time
ACC001627,5821,39401,5170,14.88,4033.03,N,N,1,On-Time
ACC001628,12458,5352,12266,35.33,1482.22,N,N,0,On-Time
ACC001629,12845,14810,12747,35.73,4632.67,Y,N,0,On-Time
ACC001630,6300,39587,4628,17.72,564.98,N,N,2,On-Time
ACC001631,6745,33567,5419,23.02,3053.14,N,N,1,On-Time
ACC001632,12809,4773,11039,9.77,4284.51,N,N,2,On-Time
ACC001633,31979,32545,31978,49.49,1716.74,Y,N,0,Very Late
ACC001634,39937,21133,39604,19.11,2165.57,N,N,2,On-Time
ACC001635,49343,32917,47852,18.98,544.9,N,N,2,On-Time
ACC001636,16839,11288,15787,5.8,436.91,Y,N,2,On-Time
ACC001637,50784,26515,48713,17.15,3790.3,N,Y,2,On-Time
ACC001638,38149,4482,37107,18.12,4637.45,N,Y,0,Late
ACC001639,23495,38920,21807,17.94,4636.19,N,Y,0,On-Time
ACC001640,39232,4385,38989,4.51,3525.09,N,N,0,Late
ACC001641,41218,16666,40337,3.14,2701.24,Y,N,0,On-Time
ACC001642,44598,17447,42952,3.02,829.46,N,N,2,On-Time
ACC001643,7923,22542,7907,42.6,1541.48,N,N,1,On-Time
ACC001644,21297,16279,21402,19.91,2536.25,N,Y,0,Very Late
ACC001645,15803,22638,15669,17.71,2704.66,N,N,2,On-Time
ACC001646,6897,42681,5993,21.94,3170.95,N,N,2,Late
ACC001647,31829,45054,29747,31.38,4379.89,N,N,2,On-Time
ACC001648,29720,35567,27822,47.96,4051.69,N,N,2,On-Time
ACC001649,4675,24691,3102,35.75,642.77,N,N,2,On-Time
ACC001650,44136,38177,43087,12.36,2075.07,N,N,2,On-Time
ACC001651,9758,28210,7862,30.63,2851.4,N,N,0,Very Late
ACC001652,19759,3637,19557,4.36,2601.24,N,Y,1,Late
ACC001653,35582,46984,34997,41.45,4963.46,N,N,0,Late
ACC001654,16951,15748,14893,29.34,3320.92,N,N,0,On-Time
ACC001655,46580,43920,44377,27.32,1590.01,N,N,1,On-Time
ACC001656,41933,37382,40215,20.6,3360.88,N,N,2,On-Time
ACC001657,24566,28465,24189,41.93,4350.45,Y,N,2,Late
ACC001658,8785,16012,9009,1.97,1094.82,N,N,0,On-Time
ACC001659,3355,39462,3738,32,3346.8,N,N,2,Late
ACC001660,30936,8801,31393,30.8,334.81,Y,N,2,Late
ACC001661,14438,47967,14151,45.94,375.4,N,N,0,Late
ACC001662,38249,45028,36008,7.43,209.2,N,N,0,On-Time
ACC001663,11728,20138,10066,8.67,4834.63,N,N,1,Very Late
ACC001664,20429,43225,19824,30.14,4089.28,N,N,1,On-Time
ACC001665,20545,33263,18329,17.96,3039.98,N,N,1,Late
ACC001666,45662,43201,44660,46.19,3758.7,N,N,2,Late
ACC001667,33600,22951,33391,23.15,752.19,N,N,1,On-Time
ACC001668,49762,26155,49886,46.47,1225.67,N,N,0,On-Time
ACC001669,32049,31518,31870,24.47,4888.13,N,N,2,On-Time
ACC001670,30370,32797,28460,13.75,4453.93,N,N,0,Late
ACC001671,30874,23209,28701,48.42,3349.68,Y,N,2,On-Time
ACC001672,32597,10071,32434,43.63,4076.11,N,N,0,Very Late
ACC001673,28225,9715,26280,9.53,3194.23,N,N,1,On-Time
ACC001674,21213,24405,21195,46.12,801.47,Y,N,0,On-Time
ACC001675,15569,20425,14034,0.14,2331.93,N,N,1,Late
ACC001676,30564,38584,28980,41.69,757.31,N,N,1,On-Time
ACC001677,14456,33037,12827,45.1,3390.92,N,N,2,On-Time
ACC001678,37541,44067,36216,34.4,774.89,Y,N,2,On-Time
ACC001679,30371,16777,29360,7.4,317.76,N,N,1,On-Time
ACC001680,9630,20271,8992,33.63,4417.36,N,N,1,On-Time
ACC001681,18715,30306,16639,22.92,4159.54,N,N,0,On-Time
ACC001682,26943,16537,27069,9.44,2743.48,N,N,0,On-Time
ACC001683,41582,20089,40984,40.67,3408.4,N,N,2,On-Time
ACC001684,11526,15299,11809,46.2,4087.33,N,N,1,On-Time
ACC001685,31028,42574,29222,34.14,2568.47,N,N,1,On-Time
ACC001686,12396,50255,11122,46.91,2453.27,Y,N,2,On-Time
ACC001687,48134,22998,46970,22.97,1838.76,N,N,1,On-Time
ACC001688,15197,30439,14584,12.26,3543.82,N,N,0,Late
ACC001689,36793,48624,34360,16.95,1741.88,N,N,2,On-Time
ACC001690,18379,27029,18067,13.84,876.39,N,N,1,On-Time
ACC001691,30760,29508,29439,46.81,1722.85,N,N,2,Very Late
ACC001692,37123,31121,35117,38.25,4807.16,Y,N,1,On-Time
ACC001693,1910,23250,1733,27.38,3797.79,N,N,0,On-Time
ACC001694,7912,10450,7406,21.39,251.28,N,N,2,Late
ACC001695,34683,3148,33203,9.7,2214.21,Y,N,2,On-Time
ACC001696,7694,32275,6908,6.45,3607.14,Y,N,1,Late
ACC001697,23807,4845,22453,10.94,4936.78,N,N,0,On-Time
ACC001698,2313,28591,2805,37.97,414.6,N,N,0,On-Time
ACC001699,41448,6212,39478,20.29,2225.48,N,N,1,On-Time
ACC001700,18901,13615,17601,46.88,854.81,N,N,1,On-Time
ACC001701,23634,48258,23145,30.72,715.01,Y,N,1,On-Time
ACC001702,28760,10670,27789,24.21,1394.44,N,N,0,On-Time
ACC001703,8102,51006,7727,8.39,3445.81,N,N,2,On-Time
ACC001704,35149,36994,33114,49.66,3542.75,N,N,2,On-Time
ACC001705,24914,37795,23091,31.3,3852.79,N,N,1,On-Time
ACC001706,24585,32278,23561,19.46,3994.97,N,N,0,Late
ACC001707,34252,13961,32741,39.41,1635.64,Y,N,2,Very Late
ACC001708,39014,14366,38002,38.82,147.43,N,N,2,On-Time
ACC001709,12568,32597,10993,47.45,2745.17,N,N,2,Very Late
ACC001710,29711,27873,28209,46.78,1614.62,N,N,1,On-Time
ACC001711,12051,42112,11820,26.99,1027.66,N,N,2,On-Time
ACC001712,17537,7492,16132,16.4,2643.98,N,Y,2,On-Time
ACC001713,46145,40159,46141,34.25,1805.16,N,N,0,On-Time
ACC001714,46866,15342,45331,10.46,1505.93,N,N,2,On-Time
ACC001715,47619,38313,46104,10.08,1996.77,N,N,2,On-Time
ACC001716,15578,7917,13377,46.98,1344.79,N,N,1,On-Time
ACC001717,42238,33727,39975,21.72,3024.17,N,N,1,On-Time
ACC001718,22001,48102,20647,34.54,525.91,N,N,0,On-Time
ACC001719,44116,14912,43132,4.26,2848.26,N,N,2,Very Late
ACC001720,21001,10425,21000,46.62,2383.1,N,N,2,On-Time
ACC001721,16523,20874,16319,2.33,1520.91,N,N,0,On-Time
ACC001722,20966,43647,19296,43.22,4492.5,N,N,1,Late
ACC001723,15687,29967,14245,2.19,177.94,N,N,0,On-Time
ACC001724,36274,11641,34288,19.19,1790.33,N,N,2,On-Time
ACC001725,20483,33853,18481,27.35,2968.45,N,N,1,On-Time
ACC001726,16571,49912,15574,33.59,1902.57,N,N,0,On-Time
ACC001727,11271,43015,10391,0.92,1020.14,N,N,1,On-Time
ACC001728,14113,48215,13355,40.05,2789.83,N,N,0,Very Late
ACC001729,44254,40604,43191,3.57,4374.24,N,N,0,On-Time
ACC001730,39096,21002,37033,24.16,110.74,N,N,2,On-Time
ACC001731,13935,42792,13504,29.76,4382.73,N,N,1,On-Time
ACC001732,41803,29908,40345,8.29,1098.55,N,N,1,On-Time
ACC001733,42395,5461,40332,35.25,2194.25,N,N,2,On-Time
ACC001734,11899,49646,9860,7.19,965.49,N,Y,2,On-Time
ACC001735,15349,50483,14259,19.77,4386.49,N,N,1,On-Time
ACC001736,39035,23361,38048,30.93,2973.65,Y,N,2,On-Time
ACC001737,13705,37653,13731,20.09,3482.31,Y,N,0,On-Time
ACC001738,48691,5165,47659,8.58,4237.86,Y,N,0,Late
ACC001739,44077,45655,44170,14.02,1071.06,Y,N,2,On-Time
ACC001740,30485,43674,29460,4.73,384.04,N,N,1,Late
ACC001741,25839,41640,25791,17.19,1102.84,N,N,2,On-Time
ACC001742,36738,17362,35946,28.85,438.51,N,N,0,On-Time
ACC001743,30394,8618,28673,25.13,3516.62,N,N,0,Late
ACC001744,3322,20861,2185,22.15,2701.72,N,N,2,On-Time
ACC001745,25188,30313,23186,14.28,631.77,N,N,1,On-Time
ACC001746,49972,35646,48484,4.76,753.01,N,N,0,On-Time
ACC001747,14883,23656,13504,3.55,708.13,N,N,1,On-Time
ACC001748,18423,17993,18121,11.85,2315.73,N,N,0,On-Time
ACC001749,3687,7173,3084,8.59,2091.66,Y,N,1,On-Time
ACC001750,17797,31985,16241,33.66,2603.92,N,N,1,On-Time
ACC001751,27262,48736,27151,44.89,3222.76,N,N,0,Late
ACC001752,17435,40287,14966,48.04,3692.95,N,N,2,Very Late
ACC001753,26427,24789,24607,13.97,2847.33,N,N,0,On-Time
ACC001754,17493,33672,15626,0.16,1586.57,N,N,1,Late
ACC001755,45628,42458,43733,29.14,467.32,N,N,2,On-Time
ACC001756,40584,46525,40418,2.28,3054.07,N,N,2,On-Time
ACC001757,48299,29157,48006,45.91,4357.91,N,N,2,On-Time
ACC001758,9689,42351,7452,14.74,1915.42,N,N,1,Late
ACC001759,14002,40273,13690,34.98,894.49,N,N,0,On-Time
ACC001760,20166,32203,18315,32.36,605.41,N,N,0,On-Time
ACC001761,38171,50251,37028,40.14,1581.75,N,N,1,On-Time
ACC001762,22503,20986,22223,37.64,4201.62,N,N,2,On-Time
ACC001763,27406,19181,26354,8.82,619.63,Y,N,2,On-Time
ACC001764,10285,3947,9881,23.69,1635.13,N,N,0,On-Time
ACC001765,47519,33428,46400,22.71,867.38,N,N,2,Very Late
ACC001766,18857,43692,19165,4.59,4098.74,N,N,1,On-Time
ACC001767,42522,30118,42040,33.18,406.81,N,N,1,On-Time
ACC001768,19354,30203,19236,5.92,2299.34,Y,N,0,On-Time
ACC001769,27244,22905,25304,30.76,1260.46,Y,N,1,Late
ACC001770,45496,26008,43738,25.42,4171.67,N,N,1,On-Time
ACC001771,3712,29601,4076,21.87,3628.32,N,N,1,Late
ACC001772,13844,4930,12117,7.3,514.15,N,N,1,Late
ACC001773,22064,17086,21620,8.59,2971.17,N,N,2,On-Time
ACC001774,13422,12647,11902,31.68,4670.15,N,N,2,On-Time
ACC001775,33896,26272,32929,41.43,1644.17,Y,N,1,On-Time
ACC001776,7234,44437,6205,42.8,2833.8,Y,N,0,On-Time
ACC001777,32775,45798,32491,45.68,3522.95,N,N,1,On-Time
ACC001778,33934,8864,33406,10.8,1374.02,N,N,0,Very Late
ACC001779,4112,42367,2839,49.49,4843.16,N,N,2,On-Time
ACC001780,12556,8816,11117,36.21,114.6,N,N,1,On-Time
ACC001781,7828,4120,7182,46.23,1204.51,N,N,0,On-Time
ACC001782,25425,3755,25366,35.31,4541.7,N,N,0,Very Late
ACC001783,46973,45326,45920,34.75,1256.52,N,N,1,Late
ACC001784,33067,23664,32761,21.47,1706.44,Y,N,2,Late
ACC001785,32030,24154,31691,17.38,2202.84,N,N,1,On-Time
ACC001786,28498,30515,26574,0.17,1766.7,N,N,1,Very Late
ACC001787,49665,45606,49693,26.62,724.23,N,Y,1,Late
ACC001788,10385,27687,9608,26.83,3007.52,N,N,1,Late
ACC001789,51351,13033,49678,48.76,3533.72,N,N,2,On-Time
ACC001790,21993,18503,22362,11.52,4646.61,N,N,1,On-Time
ACC001791,26121,9786,24708,0.59,2059,N,N,0,On-Time
ACC001792,47949,29604,47959,49.68,3782.29,N,N,1,On-Time
ACC001793,41523,26912,41351,35.36,378.72,N,N,0,Very Late
ACC001794,41059,24534,40023,33.39,4429.63,N,N,2,On-Time
ACC001795,36613,43227,36142,8.7,2330.26,Y,N,1,On-Time
ACC001796,48929,47239,48431,46.96,2742.12,N,N,1,On-Time
ACC001797,26947,34657,25075,20.09,4232.5,N,N,2,Very Late
ACC001798,22702,2691,21287,15.5,2030.67,N,N,2,On-Time
ACC001799,23122,36203,22098,22.94,1811.33,N,N,2,Very Late
ACC001800,35028,19087,32827,31.8,1154.64,N,N,0,On-Time
ACC001801,37917,34522,37038,4.31,3044.32,N,N,2,On-Time
ACC001802,46782,7205,44866,4.03,2158.1,N,N,2,On-Time
ACC001803,31116,8963,30751,46.74,1568.59,N,N,2,On-Time
ACC001804,49702,39181,48880,20.19,4027.64,N,N,2,On-Time
ACC001805,2575,5584,2842,40.59,3789.59,N,N,0,On-Time
ACC001806,8518,6184,7128,10.75,853.05,N,N,2,On-Time
ACC001807,27139,22290,25287,17.81,4887.77,N,Y,1,On-Time
ACC001808,20034,44513,19864,6.91,1101.86,N,N,2,On-Time
ACC001809,33751,44865,32299,3.15,336.12,N,N,0,Late
ACC001810,21883,49657,20952,3.68,4211.46,N,N,2,On-Time
ACC001811,9202,39105,7029,28.75,1675.11,N,N,2,On-Time
ACC001812,11718,20886,9524,49.68,214.91,N,N,1,Late
ACC001813,6253,17940,4954,39.43,4250.1,N,N,2,Late
ACC001814,33461,33603,33069,16.14,2357.14,N,N,1,On-Time
ACC001815,18351,23289,18716,39.23,2480.81,Y,N,0,Late
ACC001816,41778,32796,40506,9.25,4555.22,N,Y,1,On-Time
ACC001817,14198,45117,12395,26.47,2790.21,N,N,0,Late
ACC001818,29185,28239,28365,20.14,3885.94,N,N,2,On-Time
ACC001819,42022,44708,42055,19.39,1920.06,N,N,1,On-Time
ACC001820,26809,22385,25266,3.38,2596.53,N,N,1,On-Time
ACC001821,33728,39726,32043,27.8,975.22,N,N,1,On-Time
ACC001822,46347,32484,44391,15.85,2815.25,Y,N,0,On-Time
ACC001823,8924,32456,7700,19.83,4568.96,N,N,2,On-Time
ACC001824,23493,43002,22287,1.93,1523.29,N,Y,1,On-Time
ACC001825,32576,10504,31364,48.43,696.11,N,N,1,Late
ACC001826,20936,9530,18921,29.3,4898.1,N,N,1,On-Time
ACC001827,44881,25586,42928,29.15,4197.25,N,N,1,On-Time
ACC001828,25361,15137,24056,21.71,3448.15,N,N,1,On-Time
ACC001829,15550,35934,15446,47.48,2929.49,N,N,0,Late
ACC001830,41121,4673,40402,23.62,115.15,N,N,2,On-Time
ACC001831,9430,3628,9547,13.52,1475.12,N,N,1,Late
ACC001832,44771,11219,44090,23.97,4797.34,N,Y,0,Late
ACC001833,3428,20394,2126,18.37,2517.7,N,N,0,On-Time
ACC001834,15605,45665,15041,41.52,2193.93,N,N,1,Late
ACC001835,30676,31329,29166,13.83,2223.58,N,N,1,Very Late
ACC001836,51738,24963,49384,12.48,1241.43,N,N,0,On-Time
ACC001837,37827,43408,36747,32.01,1930.06,N,N,0,Very Late
ACC001838,24414,26406,23024,49.58,3647.8,N,N,1,On-Time
ACC001839,48985,4390,48168,15.31,3290.41,N,N,0,On-Time
ACC001840,7073,44948,7420,27.25,3064.21,N,N,0,Very Late
ACC001841,9546,34825,7437,13.01,3357.48,N,N,2,On-Time
ACC001842,37104,44415,35619,11.02,2540.89,N,N,2,On-Time
ACC001843,16789,36743,16007,43.67,590.36,N,N,2,Very Late
ACC001844,16503,40676,15837,45.86,4445.82,N,N,1,On-Time
ACC001845,8946,25535,7915,4.34,3921.45,N,N,1,Late
ACC001846,18963,23330,17957,31.64,4279.56,N,N,0,On-Time
ACC001847,44191,39114,42655,0.54,1058.18,N,N,2,Late
ACC001848,13948,7178,14245,30.42,382.6,N,N,1,Late
ACC001849,46390,14146,46760,41.86,4236.8,N,N,0,On-Time
ACC001850,44491,15802,44132,42.83,3464.85,N,N,0,Late
ACC001851,33354,33907,33052,27.84,1752.96,N,N,0,On-Time
ACC001852,22496,32684,22472,23.88,689.29,N,N,2,Very Late
ACC001853,14183,33173,13603,29.44,4479.33,N,N,2,On-Time
ACC001854,35224,8251,35217,19.6,2643.53,N,N,0,Late
ACC001855,8661,13766,6490,27.78,3938.37,N,N,0,On-Time
ACC001856,30768,8501,30694,21.57,1827.16,N,N,2,On-Time
ACC001857,39804,50081,38170,10.45,3220.04,N,N,2,On-Time
ACC001858,40571,45796,39086,20.4,2585.31,N,N,2,On-Time
ACC001859,43957,10838,43599,45.55,1747.32,N,N,1,Late
ACC001860,37006,48663,36729,17.31,3936.66,Y,N,0,On-Time
ACC001861,45620,11670,45692,34.06,3145.46,N,N,0,On-Time
ACC001862,43656,48590,42337,41.44,708.64,N,N,1,On-Time
ACC001863,3099,9998,3223,5.77,1142.37,N,N,0,Very Late
ACC001864,23004,18412,21454,26.92,1795.66,N,N,0,On-Time
ACC001865,22951,50995,21226,4.1,3061.58,Y,N,0,Late
ACC001866,46162,39375,44163,20.34,2854.83,N,N,0,On-Time
ACC001867,34988,47399,34555,25.78,399.38,N,Y,0,On-Time
ACC001868,11309,10777,9452,6.11,584.35,N,N,2,On-Time
ACC001869,14898,14590,13413,25.24,2574.08,N,Y,2,Late
ACC001870,25634,2743,25887,8.45,1693.86,N,N,1,On-Time
ACC001871,48094,12759,47922,13.46,3617.4,Y,N,2,On-Time
ACC001872,24192,36698,24002,33.83,2307.8,N,N,2,On-Time
ACC001873,26201,43922,25168,11.69,4436.88,N,N,2,On-Time
ACC001874,41211,27058,40650,9.63,4818.87,N,N,0,On-Time
ACC001875,7441,25569,7403,3.07,456.74,N,N,1,On-Time
ACC001876,9677,25972,7769,18.22,4639.09,N,N,2,Late
ACC001877,27896,43361,26438,44.06,4794.91,N,N,2,On-Time
ACC001878,19733,31104,18337,7.39,488.21,N,N,0,On-Time
ACC001879,14549,32732,13304,16.99,4461.85,N,N,0,Late
ACC001880,32523,25489,32152,27.43,4326.6,N,N,0,On-Time
ACC001881,33731,33230,31985,33.95,4696.72,N,N,2,On-Time
ACC001882,39283,39034,39145,41.44,2064.97,N,N,2,Very Late
ACC001883,29619,49938,27938,8.24,4566.18,N,N,1,Late
ACC001884,31445,8495,31093,41.38,4154.01,N,Y,1,On-Time
ACC001885,25746,33824,24387,33,3348.8,N,N,2,On-Time
ACC001886,31841,21870,30602,27.48,3140.93,N,N,1,Late
ACC001887,25603,15969,23836,27.58,499.58,N,N,2,Very Late
ACC001888,26872,25723,26470,44.47,2148.01,N,N,2,Late
ACC001889,45455,28432,44217,41.17,2015.83,N,N,1,On-Time
ACC001890,47094,35130,46150,18.43,1230.58,N,N,0,On-Time
ACC001891,12279,30854,10456,35.84,3337.12,N,N,2,On-Time
ACC001892,47243,5239,45673,5.74,1920.31,N,N,0,On-Time
ACC001893,17229,26405,17553,19.83,3771.59,N,N,1,On-Time
ACC001894,42431,25776,41585,9.29,2173.73,N,Y,0,Late
ACC001895,37188,45154,35521,7.15,4314.54,N,N,0,On-Time
ACC001896,2004,20888,1890,24.68,532.37,N,N,1,On-Time
ACC001897,5503,26883,3490,18.67,1303.43,N,N,1,On-Time
ACC001898,23457,19630,23196,16.33,3648.43,N,N,1,On-Time
ACC001899,23489,32074,23161,37.92,4522.96,N,N,0,Late
ACC001900,23785,25807,23126,8.77,745.76,N,Y,2,On-Time
ACC001901,26724,10368,25479,9.47,205.75,N,N,0,On-Time
ACC001902,18143,35384,16163,35.7,137.61,N,N,1,On-Time
ACC001903,20724,9604,19101,29.18,1752.03,N,N,0,On-Time
ACC001904,33555,7095,32000,27.36,337.18,N,N,2,Late
ACC001905,20859,19856,18545,46.29,4114.89,N,N,2,Late
ACC001906,4813,6274,2422,32.12,4979.52,N,N,0,On-Time
ACC001907,43060,25797,41072,27.49,4982.87,N,N,0,On-Time
ACC001908,22531,38203,21991,18.91,101.46,N,N,1,Late
ACC001909,21051,19821,19740,28.57,582.01,N,N,1,On-Time
ACC001910,46351,21169,44319,41.56,4513.18,N,N,2,Late
ACC001911,41715,44421,41264,20.89,1919.6,N,N,2,Very Late
ACC001912,47891,30638,48134,40.81,2616.25,N,N,1,On-Time
ACC001913,17172,17684,15798,32.58,3653.69,N,N,0,On-Time
ACC001914,23699,28351,21688,5.22,1982.86,N,N,1,On-Time
ACC001915,7887,17698,7830,36.07,1346.64,N,N,0,On-Time
ACC001916,20533,6050,20775,23.29,4490.6,N,N,2,Very Late
ACC001917,51072,44923,49459,24.36,4844.64,N,N,0,On-Time
ACC001918,49051,37796,47119,23.19,2775.02,N,N,0,Very Late
ACC001919,37948,19568,36372,26.33,2962.46,N,N,1,Very Late
ACC001920,21600,51142,21429,44.93,2556.02,N,N,0,Late
ACC001921,10979,35551,8823,44.49,4560.55,N,N,2,On-Time
ACC001922,29006,13326,28246,26.56,400.1,N,N,1,On-Time
ACC001923,9965,43975,9927,42.49,3584.68,N,N,2,On-Time
ACC001924,30991,40691,31261,20.91,3260.43,N,N,2,On-Time
ACC001925,49797,11034,48542,11.71,1475.41,N,N,2,On-Time
ACC001926,16490,15563,14865,16.73,1814.47,N,N,0,On-Time
ACC001927,5663,46731,5551,3.71,4319.72,N,N,0,On-Time
ACC001928,32774,36854,32294,44.69,1644.67,N,N,0,On-Time
ACC001929,8759,31712,7870,41.37,4170.27,N,N,2,On-Time
ACC001930,24682,18398,24772,4.08,2652.04,N,N,0,Late
ACC001931,8173,22667,6859,0.28,4874.2,N,N,2,Very Late
ACC001932,31913,5605,29938,19.91,1454.82,N,N,0,Late
ACC001933,22265,30022,21900,22.47,556.13,N,N,0,Very Late
ACC001934,4126,33973,2899,43.88,2509.22,N,N,0,On-Time
ACC001935,29538,10594,27454,34.51,1627.36,N,N,0,Late
ACC001936,34897,34218,34113,30.26,1455.45,N,N,1,On-Time
ACC001937,15639,31072,14452,15.65,1347.57,N,N,2,Late
ACC001938,8452,18669,7860,26.1,4728.2,N,N,1,On-Time
ACC001939,39923,24864,38748,12.03,3490.26,N,N,0,On-Time
ACC001940,25304,10497,25172,23.83,4338.13,N,N,1,Late
ACC001941,34772,24616,32895,43.93,3634.24,N,N,1,On-Time
ACC001942,49362,27726,47158,41.79,2692.81,N,N,1,On-Time
ACC001943,7927,12597,7091,40.07,4313.74,N,N,0,On-Time
ACC001944,34339,51274,34270,41.23,4651.03,N,N,1,On-Time
ACC001945,42264,24465,41197,24.3,4343.95,Y,N,1,On-Time
ACC001946,40832,28011,40662,30.09,2128.19,N,N,1,On-Time
ACC001947,37652,44780,36780,37.51,2066.1,N,N,2,On-Time
ACC001948,14776,22948,13750,33.12,1693.35,N,N,0,On-Time
ACC001949,41204,13081,39491,41.93,2378.54,N,Y,2,Late
ACC001950,36749,37591,35232,46.29,2784.6,N,N,2,On-Time
ACC001951,48948,32285,48777,25.4,2252.96,N,N,0,Very Late
ACC001952,11425,9564,11741,26.13,4101.94,N,N,0,On-Time
ACC001953,42586,34389,42145,16.98,218.9,N,N,0,Very Late
ACC001954,38205,30132,37150,3.46,2622.45,N,N,0,On-Time
ACC001955,51016,47404,49449,38.74,1687.73,N,Y,1,On-Time
ACC001956,39115,10478,37911,12.64,3343.81,N,N,1,On-Time
ACC001957,44409,17443,42580,31.95,3344.53,N,N,1,On-Time
ACC001958,15052,13447,14503,18.3,3858.69,N,Y,0,On-Time
ACC001959,8395,10744,7487,48,3190.47,N,N,2,On-Time
ACC001960,27341,42325,26725,27.43,4793.48,N,N,1,Late
ACC001961,13251,26922,12012,8.12,4042.17,N,N,0,On-Time
ACC001962,23468,11708,21835,15.05,3525.81,N,N,0,Late
ACC001963,21819,50490,21820,38.93,2273.11,N,N,1,Very Late
ACC001964,19616,17270,18417,36.33,3896.89,N,N,2,Late
ACC001965,11515,36903,11911,23.11,957.17,N,N,2,Late
ACC001966,20147,41933,19515,13.41,3641.41,Y,N,1,On-Time
ACC001967,31939,15936,29912,43.72,4126.1,Y,N,1,Very Late
ACC001968,16018,7895,14484,11.72,3407.27,N,N,1,On-Time
ACC001969,37737,33861,36373,19.69,1633.47,N,N,0,On-Time
ACC001970,46925,45182,45750,25.36,3055.59,N,N,1,On-Time
ACC001971,44938,7391,44637,10.01,4512.49,Y,Y,2,Late
ACC001972,43075,34029,41546,16.42,2062.06,Y,N,0,On-Time
ACC001973,24568,24172,22528,15.06,581.83,Y,N,1,On-Time
ACC001974,19247,37046,19108,14.83,4377.1,N,N,0,Late
ACC001975,16862,47532,14555,22.27,1328.17,N,N,2,On-Time
ACC001976,2212,14082,1965,9.29,1776.63,N,N,2,On-Time
ACC001977,41571,16125,41757,37.88,119.41,N,N,1,On-Time
ACC001978,45088,36163,45098,16.15,1412.32,N,N,1,On-Time
ACC001979,44764,47249,42862,0.2,703.98,N,N,1,On-Time
ACC001980,18309,14560,17125,49.3,3325.38,Y,N,1,Late
ACC001981,26782,3438,26582,8.6,316.36,N,N,1,On-Time
ACC001982,37195,35811,36479,32.09,4168.16,N,N,1,On-Time
ACC001983,45695,13734,43684,14.5,3242.73,N,N,2,On-Time
ACC001984,36730,4486,36025,30.8,698.24,Y,N,2,On-Time
ACC001985,25155,9111,25142,12.82,3095.86,N,N,0,Late
ACC001986,37142,45581,37122,29.03,2102.09,N,N,2,On-Time
ACC001987,49151,22329,46859,17.62,4024.37,N,N,1,On-Time
ACC001988,50083,40135,49729,12.7,3718.31,N,Y,2,On-Time
ACC001989,6043,45246,4072,22.51,3084.71,N,N,2,On-Time
ACC001990,5925,15417,4346,1.07,2677.66,Y,N,1,Very Late
ACC001991,2250,14029,1853,20.28,4694.61,N,N,2,On-Time
ACC001992,10387,9460,10251,19.57,2589.29,N,N,0,On-Time
ACC001993,35582,27822,34505,42.52,1597.32,N,N,2,On-Time
ACC001994,43505,38114,42479,7.09,3226.37,N,N,0,On-Time
ACC001995,38913,25248,38100,10.32,1538.76,N,N,1,On-Time
ACC001996,12245,48952,9910,48.87,2476.45,N,N,1,On-Time
ACC001997,11493,17437,11111,6.59,3236.39,N,N,2,Late
ACC001998,9709,18988,8878,48.21,1162.96,N,N,1,On-Time
ACC001999,11526,26975,11853,6.03,4681.6,N,N,2,On-Time
ACC002000,9951,7001,7944,47.13,2176.89,N,N,0,On-Time
